Brand,model,Age,kmDriven,Transmission,Owner,FuelType,AskPrice,km_per_year,post_year,post_month
Maruti Suzuki,Vitara-Brezza,7,50000,Manual,first,Diesel,755000,7143,2026,11
Skoda,Rapid,8,40000,Manual,first,Petrol,469000,5000,2026,11
Toyota,Urban Cruiser Hyryder,1,91000,Automatic,first,Petrol,2120000,27750,2026,11
Toyota,Innova Crysta,4,168500,Automatic,first,Diesel,2199000,27750,2026,11
Hyundai,I20,9,25,Automatic,second,Diesel,450000,3,2026,11
Hyundai,Elite I20,9,140000,Manual,first,Diesel,585000,15556,2026,10
Chevrolet,Beat,13,57400,Manual,second,Petrol,99000,4415,2026,11
Honda,City,13,76000,Automatic,second,Petrol,295000,5846,2026,11
Volkswagen,Polo,10,75000,Manual,second,Diesel,345000,7500,2026,11
Tata,Safari,1,41000,Manual,first,Diesel,1695000,27750,2026,11
Maruti Suzuki,800,19,65000,Manual,second,Petrol,96000,3421,2026,11
Nissan,Terrano,10,90000,Manual,first,Diesel,420000,9000,2026,11
Tata,Indigo Ecs,11,90000,Automatic,second,Diesel,65000,8182,2026,11
Maruti Suzuki,Eeco,2,8500,Manual,second,Petrol,550000,4250,2026,11
Mini,Cooper Convertible,6,28000,Automatic,second,Petrol,2422500,4667,2026,11
Maruti Suzuki,Swift,14,95000,Manual,second,Diesel,227000,6786,2026,10
BMW,X1,5,168500,Automatic,second,Diesel,2150000,27750,2026,8
Ford,Fiesta,16,122000,Manual,second,Petrol,150000,7625,2026,11
Hyundai,Santro Xing,13,114032,Manual,second,Petrol,125000,8772,2026,11
Hyundai,Verna,8,168500,Automatic,second,Petrol,570000,27750,2026,11
Honda,City Zx,2,38000,Automatic,second,Petrol,1450000,19000,2026,11
Mercedes-Benz,E-Class,7,69000,Automatic,first,Diesel,2422500,9857,2026,11
Hyundai,Creta,5,24000,Automatic,second,Petrol,1175000,4800,2026,11
Mahindra,Thar,1,26000,Manual,first,Diesel,1490000,26000,2026,11
Hyundai,Creta,7,54000,Automatic,first,Petrol,940000,7714,2026,11
Hyundai,Fluidic Verna,6,168500,Manual,first,Petrol,840000,27750,2026,11
Maruti Suzuki,Wagon-R,1,10000,Manual,first,Petrol,525000,10000,2026,11
Hyundai,Eon,7,168500,Manual,first,Petrol,277000,27750,2026,11
Maruti Suzuki,Xl6,5,57000,Automatic,second,Petrol,1150000,11400,2026,9
Maruti Suzuki,Ciaz,5,24000,Automatic,second,Petrol,855000,4800,2026,11
Mahindra,Thar,4,40000,Manual,first,Diesel,1195000,10000,2026,11
Renault,Kwid,7,59000,Manual,second,Petrol,350000,8429,2026,11
Porsche,Cayenne,7,49650,Automatic,second,Petrol,2422500,7093,2026,9
Mercedes-Benz,Gls,1,16000,Automatic,first,Diesel,2422500,16000,2026,11
Mercedes-Benz,E-Class,11,50000,Automatic,second,Diesel,1090000,4545,2026,11
Hyundai,Venue,5,82000,Manual,first,Diesel,1025000,16400,2026,9
Mitsubishi,Pajero Sport,9,168500,Automatic,second,Diesel,875000,27750,2026,11
Hyundai,Verna,7,70000,Automatic,first,Diesel,650000,10000,2026,11
Toyota,Etios,13,39000,Manual,first,Petrol,425000,3000,2026,11
Kia,Seltos,4,16800,Automatic,first,Petrol,1540000,4200,2026,11
Jaguar,F-Pace,6,57900,Automatic,second,Diesel,2422500,9650,2026,11
Mercedes-Benz,E-Class,7,35000,Automatic,first,Diesel,2422500,5000,2026,11
Maruti Suzuki,Baleno,5,46000,Automatic,first,Petrol,649000,9200,2026,11
Audi,Q3,8,168500,Automatic,second,Diesel,1750000,27750,2026,11
Hyundai,I10,14,91000,Automatic,first,Petrol,340000,6500,2026,11
Hyundai,Creta,7,85000,Automatic,first,Petrol,669000,12143,2026,11
Mercedes-Benz,C-Class,8,47000,Automatic,second,Diesel,1999999,5875,2026,11
Tata,Tiago,7,39629,Automatic,first,Petrol,450000,5661,2026,11
Audi,Q3,6,168500,Automatic,first,Diesel,2422500,27750,2026,11
Maruti Suzuki,Wagon-R,13,90000,Manual,second,Petrol,150000,6923,2026,11
Maruti Suzuki,Vitara-Brezza,8,70000,Manual,second,Diesel,460000,8750,2026,11
Mahindra,Bolero Neo,1,5500,Manual,first,Diesel,1050000,5500,2026,11
Maruti Suzuki,Maruti-Suzuki-Dzire,6,58000,Manual,second,Petrol,575000,9667,2026,9
Maruti Suzuki,Baleno,1,40600,Manual,first,Petrol,755000,27750,2026,11
Hyundai,Verna,12,198,Manual,second,Petrol,190000,16,2026,11
Toyota,Corolla Altis,10,70000,Automatic,second,Petrol,590000,7000,2026,10
Audi,A4,6,63000,Automatic,second,Petrol,2350000,10500,2026,11
Honda,City,12,168500,Manual,second,Petrol,285000,27750,2026,11
Tata,Sumo Victa,11,85000,Manual,second,Diesel,159000,7727,2026,11
Toyota,Innova,11,120000,Manual,first,Diesel,1050000,10909,2026,11
Honda,City,6,38000,Manual,first,Petrol,730000,6333,2026,11
Mercedes-Benz,C-Class,9,90000,Automatic,second,Diesel,1490000,10000,2026,11
Renault,Triber,4,42000,Manual,first,Petrol,525000,10500,2026,10
Tata,Indica Ev2,9,13527,Manual,second,Diesel,100000,1503,2026,11
Mercedes-Benz,Glc Class,3,15650,Automatic,first,Petrol,2422500,5217,2026,10
Ford,Figo,12,149500,Manual,second,Diesel,170000,12458,2026,11
Hyundai,Xcent,10,168500,Manual,second,Diesel,445000,27750,2026,11
Kia,Carnival,4,60000,Manual,first,Diesel,2422500,15000,2026,11
BMW,X1,12,33000,Automatic,first,Diesel,450000,2750,2026,11
Fiat,Grand Punto,14,65000,Manual,first,Diesel,175000,4643,2026,11
Hyundai,I20,15,68000,Manual,second,Petrol,221000,4533,2026,11
Audi,A6,12,48000,Automatic,first,Diesel,941000,4000,2026,11
Maruti Suzuki,Swift,5,70000,Automatic,first,Petrol,675000,14000,2026,11
Hyundai,Verna,4,50400,Manual,second,Petrol,965000,12600,2026,11
Toyota,Innova,9,93200,Manual,first,Diesel,859999,10356,2026,11
Honda,Jazz,8,44000,Manual,second,Petrol,490000,5500,2026,11
Mercedes-Benz,S-Class,17,77000,Automatic,second,Petrol,699999,4529,2026,11
Maruti Suzuki,Baleno,6,68000,Manual,first,Diesel,490000,11333,2026,11
Volkswagen,Polo,8,115000,Manual,first,Diesel,640000,14375,2026,11
Maruti Suzuki,Ritz,14,152000,Manual,first,Petrol,160000,10857,2026,11
Hyundai,Eon,12,50400,Manual,first,Petrol,165000,4200,2026,11
BMW,5 Series,11,60000,Automatic,second,Diesel,1395000,5455,2026,11
Hyundai,Creta,7,69000,Automatic,second,Petrol,785000,9857,2026,11
Toyota,Fortuner,7,112000,Automatic,first,Diesel,2422500,16000,2026,11
Renault,Lodgy,9,70000,Manual,first,Diesel,525000,7778,2026,11
Honda,Jazz,8,34000,Manual,first,Petrol,425000,4250,2026,11
Mercedes-Benz,Gls,6,59950,Automatic,first,Diesel,2422500,9992,2026,11
Volvo,S60,8,115000,Automatic,first,Diesel,1790000,14375,2026,11
Audi,A6,10,99000,Automatic,first,Diesel,849000,9900,2026,11
BMW,5 Series,10,70000,Automatic,second,Diesel,1550000,7000,2026,11
Maruti Suzuki,Alto-K10,13,71500,Automatic,second,Petrol,175000,5500,2026,11
Hyundai,Aura,3,38000,Manual,second,Petrol,485000,12667,2026,11
Datsun,Go,5,34000,Manual,first,Petrol,300000,6800,2026,11
BMW,X1,8,69000,Automatic,second,Diesel,1525111,8625,2026,11
Honda,Wrv,6,85000,Manual,second,Diesel,600000,14167,2026,11
Honda,Civic,17,10645,Manual,second,Petrol,180000,626,2026,11
Mahindra,Xuv700,2,31000,Automatic,first,Petrol,1695000,15500,2026,11
Maruti Suzuki,Esteem,23,87000,Manual,second,Petrol,72000,3783,2026,11
Ford,Figo,9,120000,Manual,second,Diesel,320000,13333,2026,11
Maruti Suzuki,Swift,4,33000,Manual,first,Petrol,625000,8250,2026,11
Rolls-Royce,Phantom Series Ii,9,11500,Automatic,second,Petrol,2422500,1278,2026,8
Mahindra,Thar,4,45000,Automatic,second,Diesel,1380000,11250,2026,11
Fiat,Punto,14,117500,Manual,second,Diesel,149900,8393,2026,11
Mahindra,Xuv500,9,17000,Manual,second,Diesel,750000,1889,2026,11
Honda,City,8,37000,Automatic,first,Petrol,690000,4625,2026,11
Toyota,Innova Crysta,3,72000,Manual,first,Diesel,2422500,24000,2026,11
Toyota,Etios,7,115,Manual,second,Diesel,425000,16,2026,11
Maruti Suzuki,Wagon R,2,120000,Manual,first,Petrol,550000,27750,2026,11
Mercedes-Benz,C-Class,13,64321,Automatic,second,Diesel,975000,4948,2026,11
Kia,Seltos,2,30000,Automatic,first,Petrol,1325000,15000,2026,11
Mercedes-Benz,Cla,5,63000,Automatic,second,Diesel,2150000,12600,2026,11
Hyundai,I20,12,78695,Manual,second,Diesel,285000,6558,2026,11
Hyundai,I20,11,85000,Manual,second,Diesel,330000,7727,2026,11
Kia,Seltos,4,35231,Manual,first,Petrol,849101,8808,2026,11
Hyundai,Alcazar,1,2500,Automatic,first,Petrol,1800000,2500,2026,11
BMW,5 Series,11,68000,Automatic,second,Diesel,1525111,6182,2026,11
Honda,Jazz,6,59000,Automatic,second,Petrol,620000,9833,2026,11
Audi,A6,12,72000,Automatic,first,Diesel,975000,6000,2026,11
Land Rover,Range Rover Evoque,11,69000,Automatic,second,Diesel,2400000,6273,2026,11
Hyundai,Verna,6,57000,Automatic,first,Petrol,851000,9500,2026,11
Mercedes-Benz,E-Class,10,78000,Automatic,second,Petrol,1250000,7800,2026,11
Volkswagen,Polo,2,27000,Manual,second,Petrol,849000,13500,2026,11
Honda,City,10,70000,Automatic,second,Petrol,525000,7000,2026,11
Hyundai,Creta,7,67000,Automatic,first,Diesel,899999,9571,2026,11
Hyundai,I20,7,125000,Manual,second,Diesel,609000,17857,2026,11
Toyota,Innova Crysta,5,68000,Automatic,second,Diesel,1745000,13600,2026,11
Tata,Safari Storme,7,168500,Manual,first,Diesel,725000,27750,2026,11
Skoda,Fabia,13,95000,Manual,first,Petrol,175000,7308,2026,11
Toyota,Innova,12,70000,Manual,first,Diesel,750000,5833,2026,11
Mahindra,Xylo,6,42000,Manual,second,Diesel,870000,7000,2026,11
Ambassador,Ambassador,16,69000,Manual,first,Diesel,150000,4312,2026,11
Renault,Duster,5,51000,Automatic,second,Petrol,550000,10200,2026,11
Toyota,Innova Crysta,2,6100,Manual,first,Diesel,2195000,3050,2026,11
Kia,Seltos,5,19000,Manual,first,Petrol,1170000,3800,2026,11
Renault,Kwid,5,89000,Manual,first,Petrol,265000,17800,2026,11
Fiat,Linea,10,154000,Manual,second,Petrol,265000,15400,2026,11
Mahindra,Xuv500,7,125000,Automatic,first,Diesel,1100000,17857,2026,11
Maruti Suzuki,A-Star,14,78000,Manual,second,Petrol,234999,5571,2026,10
Hyundai,I20,14,72000,Automatic,second,Petrol,275000,5143,2026,11
Hyundai,Santro,4,32000,Automatic,second,Petrol,460000,8000,2026,11
Maruti Suzuki,Alto-800,11,80000,Manual,second,Petrol,135000,7273,2026,11
Toyota,Fortuner,10,70000,Automatic,first,Diesel,1895000,7000,2026,11
Mercedes-Benz,E-Class,5,40000,Automatic,first,Diesel,2422500,8000,2026,11
Mahindra,Scorpio Classic,5,97000,Manual,first,Diesel,1300000,19400,2026,11
Honda,Jazz,6,32000,Manual,first,Petrol,465000,5333,2026,11
Mercedes-Benz,Glc,5,39000,Automatic,second,Diesel,2422500,7800,2026,11
Maruti Suzuki,Vitara-Brezza,5,105919,Manual,first,Diesel,890000,21184,2026,11
Honda,Amaze,5,168500,Automatic,second,Petrol,575000,27750,2026,11
Maruti Suzuki,Ritz,9,64000,Manual,second,Petrol,295000,7111,2026,10
Maruti Suzuki,Celerio,5,82000,Automatic,first,Petrol,490000,16400,2026,11
Maruti Suzuki,Celerio,7,142000,Automatic,first,Petrol,345000,20286,2026,11
Audi,A3,9,42000,Automatic,second,Diesel,1050000,4667,2026,11
Audi,A3,9,42000,Automatic,second,Diesel,1050000,4667,2026,11
Skoda,Rapid,3,40000,Automatic,second,Petrol,900000,13333,2026,11
Maruti Suzuki,Wagon-R,8,39000,Automatic,second,Petrol,445000,4875,2026,11
Hyundai,Verna,6,168500,Manual,first,Diesel,999000,27750,2026,11
Maruti Suzuki,Fronx,0,4500,Automatic,first,Petrol,850000,4500,2026,11
Kia,Seltos,1,10000,Automatic,first,Diesel,2030000,10000,2026,11
Toyota,Fortuner,3,40000,Automatic,first,Diesel,2422500,13333,2026,11
Nissan,Sunny,12,114000,Manual,second,Diesel,335000,9500,2026,11
Tata,Nexon,4,30500,Automatic,second,Petrol,900000,7625,2026,11
Maruti Suzuki,Swift,8,63653,Manual,second,Diesel,615000,7957,2026,10
Volkswagen,Polo,8,67500,Automatic,second,Petrol,591000,8438,2026,11
Hyundai,I20,3,14000,Automatic,first,Petrol,795000,4667,2026,11
Hyundai,I20,6,63000,Manual,first,Petrol,595000,10500,2026,11
Mini,Cooper 3 Door,3,19500,Automatic,first,Petrol,2422500,6500,2026,9
Mahindra,Tuv,9,58000,Manual,first,Diesel,460000,6444,2026,10
Mahindra,Xuv700,2,79000,Automatic,first,Diesel,2350000,27750,2026,11
Audi,Q3,10,168500,Automatic,second,Diesel,795000,27750,2026,11
Maruti Suzuki,Baleno,8,55000,Automatic,second,Petrol,445000,6875,2026,10
BMW,5 Series,7,168500,Automatic,first,Diesel,2090000,27750,2026,11
Hyundai,I10,16,70000,Automatic,second,Petrol,110000,4375,2026,11
Tata,Harrier,4,168500,Automatic,second,Diesel,1735000,27750,2026,11
Hyundai,Creta,5,94000,Automatic,first,Diesel,1051000,18800,2026,10
Honda,City,7,70000,Automatic,first,Petrol,825000,10000,2026,11
BMW,5 Series,10,90000,Automatic,second,Diesel,1221000,9000,2026,11
Hyundai,Venue,3,50000,Manual,first,Diesel,875000,16667,2026,11
Datsun,Go,5,70000,Automatic,second,Petrol,190000,14000,2026,11
Hyundai,Creta,3,85000,Manual,first,Diesel,1221000,27750,2026,10
Hyundai,Grand I10 Nios,4,27500,Manual,second,Petrol,540000,6875,2026,11
Tata,Harrier,4,85000,Automatic,second,Diesel,1495000,21250,2026,11
Honda,Accord,12,45000,Manual,first,Petrol,425000,3750,2026,11
Maruti Suzuki,Ciaz,9,168500,Manual,first,Diesel,570000,27750,2026,11
Honda,City,8,168500,Automatic,second,Petrol,649999,27750,2026,11
Honda,Civic,14,86000,Automatic,second,Petrol,238000,6143,2026,11
Maruti Suzuki,Alto-K10,6,64000,Automatic,first,Petrol,330000,10667,2026,11
Maruti Suzuki,Ritz,13,110067,Manual,first,Diesel,190000,8467,2026,10
Honda,City,23,69000,Manual,second,Petrol,55000,3000,2026,11
Hyundai,Verna,10,73000,Manual,second,Petrol,465000,7300,2026,10
Mahindra,Bolero,8,113000,Manual,second,Diesel,739000,14125,2026,9
Audi,A4,8,98000,Automatic,second,Diesel,1375000,12250,2026,11
Hyundai,Creta,3,29997,Manual,first,Petrol,1300000,9999,2026,11
Maruti Suzuki,Swift-Dzire,10,43000,Automatic,second,Petrol,395000,4300,2026,11
Maruti Suzuki,Ciaz,5,51000,Automatic,second,Petrol,725000,10200,2026,11
Honda,City,13,77000,Automatic,second,Petrol,419999,5923,2026,11
Toyota,Fortuner,6,67000,Manual,second,Diesel,2422500,11167,2026,11
Maruti Suzuki,Swift,6,32321,Manual,first,Petrol,489101,5387,2026,11
Maruti Suzuki,Baleno,2,30000,Manual,first,Petrol,825000,15000,2026,11
Maruti Suzuki,Wagon-R,17,75000,Manual,second,Petrol,135000,4412,2026,11
Toyota,Fortuner,10,159000,Automatic,second,Diesel,1350000,15900,2026,11
Honda,City,15,110000,Automatic,second,Petrol,375000,7333,2026,11
Volkswagen,Polo,10,92100,Automatic,first,Petrol,525000,9210,2026,11
Hyundai,Venue,1,12000,Automatic,first,Petrol,1195000,12000,2026,10
Mahindra,Bolero,13,127000,Manual,second,Diesel,525000,9769,2026,11
Maruti Suzuki,Maruti-Suzuki-Dzire,8,54615,Manual,first,Petrol,475000,6827,2026,11
Maruti Suzuki,Wagon-R,15,62000,Manual,second,Petrol,125000,4133,2026,11
Honda,City,7,67555,Automatic,first,Petrol,695000,9651,2026,11
MG,Hector Plus,2,11001,Automatic,first,Petrol,1850001,5500,2026,11
Hyundai,Creta,5,47000,Automatic,first,Diesel,980000,9400,2026,11
Maruti Suzuki,Swift,9,48000,Manual,first,Diesel,350000,5333,2026,11
Hyundai,Creta,8,65000,Manual,second,Petrol,875000,8125,2026,11
BMW,5 Series Gt,15,123000,Automatic,first,Diesel,1095000,8200,2026,11
Ford,Figo,13,122361,Manual,second,Diesel,240000,9412,2026,11
Honda,Jazz,8,46000,Automatic,second,Petrol,450000,5750,2026,11
Tata,Nexon,5,39000,Manual,first,Diesel,675000,7800,2026,11
Mahindra,Scorpio,4,74000,Manual,first,Diesel,1325000,18500,2026,11
Toyota,Innova Crysta,7,86100,Automatic,first,Diesel,1600000,12300,2026,11
Skoda,Rapid,6,104000,Automatic,first,Petrol,825000,17333,2026,11
Land Rover,Defender,1,20000,Automatic,first,Petrol,2422500,20000,2026,11
Maruti Suzuki,Alto-K10,8,38000,Automatic,second,Petrol,335000,4750,2026,11
Hyundai,Grand I10,8,26000,Automatic,second,Petrol,400000,3250,2026,11
Toyota,Fortuner,6,70000,Automatic,first,Diesel,2422500,11667,2026,11
Hyundai,Elantra,9,65000,Automatic,first,Diesel,550000,7222,2026,11
Toyota,Corolla Altis,13,52000,Manual,second,Petrol,275000,4000,2026,11
Maruti Suzuki,Eeco,2,26080,Manual,first,Petrol,570000,13040,2026,11
Hyundai,Grand I10 Nios,4,35000,Automatic,second,Petrol,625000,8750,2026,11
Maruti Suzuki,Vitara-Brezza,6,168500,Manual,first,Diesel,851000,27750,2026,11
Jeep,Compass,7,59000,Manual,second,Diesel,1050000,8429,2026,11
Toyota,Etios,6,80000,Manual,first,Diesel,575000,13333,2026,10
Jeep,Compass,5,168500,Manual,first,Diesel,1449000,27750,2026,11
Maruti Suzuki,Ertiga,7,92000,Manual,first,Diesel,935000,13143,2026,11
Mercedes-Benz,Gla Class,5,50000,Automatic,second,Petrol,2422500,10000,2026,11
Maruti Suzuki,Alto-800,7,168500,Automatic,second,Petrol,200000,27750,2026,11
Tata,Venture,11,100000,Manual,second,Diesel,180000,9091,2026,11
Ford,Aspire,6,47000,Manual,first,Diesel,460000,7833,2026,11
Mahindra,Xuv500,8,100000,Manual,first,Diesel,900000,12500,2026,11
Mercedes-Benz,Gla,8,41000,Automatic,second,Diesel,2225000,5125,2026,11
Tata,Harrier,2,21000,Manual,first,Diesel,1750000,10500,2026,11
Hyundai,Verna,12,83000,Manual,second,Petrol,285000,6917,2026,11
Honda,City,2,13000,Automatic,first,Petrol,1175000,6500,2026,11
Toyota,Corolla,20,76000,Automatic,second,Petrol,145000,3800,2026,11
Hyundai,Grand I10,5,168500,Manual,first,Diesel,495000,27750,2026,11
Mercedes-Benz,C-Class,12,76000,Automatic,first,Petrol,1125000,6333,2026,11
Maruti Suzuki,Baleno,5,168500,Manual,first,Petrol,575000,27750,2026,11
Mini,Cooper Countryman,9,76000,Automatic,second,Diesel,1850000,8444,2026,9
Renault,Triber,3,25152,Manual,first,Petrol,615000,8384,2026,10
Maruti Suzuki,Swift-Dzire,7,110000,Manual,first,Diesel,710000,15714,2026,11
Maruti Suzuki,Zen-Estilo,14,25370,Manual,first,Petrol,145000,1812,2026,11
Renault,Kwid,7,100000,Manual,second,Petrol,190000,14286,2026,11
Mahindra,Scorpio,1,79000,Manual,first,Diesel,1690000,27750,2026,11
Skoda,Rapid,9,71000,Automatic,second,Petrol,395000,7889,2026,11
Maruti Suzuki,Swift-Dzire,15,125000,Manual,first,Diesel,210000,8333,2026,11
Kia,Carens,0,2700,Automatic,first,Petrol,1750000,2700,2026,11
Hyundai,Creta,8,71000,Manual,first,Diesel,594999,8875,2026,11
Mahindra,Xuv500,8,115000,Manual,second,Diesel,675000,14375,2026,10
BMW,5 Series,11,67000,Automatic,second,Diesel,1290000,6091,2026,11
Kia,Seltos,3,70000,Manual,first,Diesel,1150000,23333,2026,11
Mercedes-Benz,Cla,8,58400,Automatic,second,Diesel,1522000,7300,2026,10
Toyota,Urban Cruiser,2,11000,Automatic,first,Petrol,950000,5500,2026,11
Mahindra,Scorpio,8,90000,Manual,first,Diesel,1050000,11250,2026,11
Mahindra,Xylo,9,78000,Manual,second,Diesel,265000,8667,2026,11
Mahindra,Scorpio,11,108000,Manual,first,Diesel,650000,9818,2026,11
Hyundai,Alcazar,25,16000,Manual,first,Petrol,1595000,640,2026,10
Chevrolet,Cruze,9,57000,Automatic,first,Diesel,525000,6333,2026,11
Mahindra,Xuv500,7,168500,Automatic,second,Diesel,770000,27750,2026,11
Maruti Suzuki,Vitara-Brezza,6,90000,Manual,second,Diesel,475000,15000,2026,11
Honda,Brio,7,168500,Automatic,second,Petrol,435000,27750,2026,11
Skoda,Kushaq,1,16000,Manual,second,Petrol,1250000,16000,2026,11
Hyundai,Creta,2,27000,Automatic,second,Petrol,1425000,13500,2026,11
Porsche,Cayenne,10,70000,Automatic,second,Petrol,2422500,7000,2026,9
Toyota,Etios,12,51000,Automatic,second,Petrol,260000,4250,2026,11
Honda,City,12,80000,Manual,second,Petrol,361000,6667,2026,11
Mahindra,Scorpio N,2,18900,Automatic,first,Petrol,1965000,9450,2026,11
Hyundai,Alcazar,1,16000,Automatic,first,Diesel,2250000,16000,2026,11
Maruti Suzuki,Swift-Dzire,9,51700,Manual,second,Petrol,445000,5744,2026,10
Jeep,Compass,3,14000,Automatic,first,Diesel,2422500,4667,2026,11
Maruti Suzuki,Maruti-Suzuki-Dzire,10,90000,Manual,first,Diesel,590000,9000,2026,11
Ford,Figo,13,78000,Manual,second,Diesel,155000,6000,2026,10
Mahindra,Tuv,6,80000,Manual,first,Diesel,630000,13333,2026,11
Mercedes-Benz,Gls,7,88927,Automatic,first,Petrol,2422500,12704,2026,11
Maruti Suzuki,Swift,5,26000,Automatic,first,Petrol,680000,5200,2026,11
Maruti Suzuki,Vitara-Brezza,6,61000,Manual,second,Diesel,645000,10167,2026,10
Toyota,Fortuner,10,75000,Automatic,second,Diesel,1100000,7500,2026,11
Hyundai,Creta,7,54000,Automatic,first,Petrol,940000,7714,2026,11
Renault,Duster,4,72000,Automatic,first,Petrol,810000,18000,2026,10
Audi,Q5,14,98000,Automatic,second,Diesel,1075000,7000,2026,11
Kia,Seltos,4,50693,Automatic,first,Petrol,1395000,12673,2026,10
Kia,Sonet,4,72000,Manual,first,Diesel,850000,18000,2026,11
Maruti Suzuki,Swift-Dzire,6,52000,Manual,first,Petrol,475000,8667,2026,11
Maruti Suzuki,Vitara-Brezza,7,94000,Manual,second,Diesel,708500,13429,2026,11
Toyota,Innova,9,168500,Manual,second,Diesel,707786,27750,2026,11
Mahindra,Scorpio,6,80000,Manual,first,Diesel,1495000,13333,2026,11
Hyundai,Creta,4,44000,Automatic,first,Petrol,1535000,11000,2026,11
Skoda,Rapid,9,151000,Automatic,second,Diesel,500000,16778,2026,11
Honda,Civic,17,103000,Automatic,second,Petrol,290000,6059,2026,11
Tata,Hexa,6,85000,Automatic,second,Diesel,775000,14167,2026,11
Lexus,Ls,13,45000,Automatic,second,Petrol,2422500,3462,2026,11
Renault,Kiger,2,49000,Automatic,first,Petrol,640000,24500,2026,11
Hyundai,I20,11,35000,Manual,second,Petrol,235000,3182,2026,10
Fiat,Punto,6,168500,Manual,first,Diesel,510000,27750,2026,11
Kia,Seltos,2,62000,Manual,first,Petrol,1450000,27750,2026,10
Honda,Amaze,6,124000,Manual,first,Diesel,695000,20667,2026,11
MG,Hector,3,20530,Automatic,first,Petrol,1587000,6843,2026,11
Honda,Jazz,7,65000,Manual,second,Diesel,350000,9286,2026,10
Skoda,Octavia,19,168500,Manual,first,Diesel,500000,9132,2026,11
Hyundai,Grand I10 Nios,3,72000,Automatic,second,Petrol,725000,24000,2026,11
Hyundai,Creta Facelift,3,119267,Manual,first,Diesel,1050000,27750,2026,11
